,Voter,Votes,Voted
920,chaserchapman,20,mClubDAO
921,cortesja,40,mClubDAO
922,0xlo2,10,mClubDAO
923,thattallguy,1080,mClubDAO
924,iodave,90,mClubDAO
925,JonahBaer,20,mClubDAO
926,healmonster2015,20,mClubDAO
927,hubbersnaks,70,mClubDAO
928,RussLive215,10,mClubDAO
929,seedclubhq,1210,mClubDAO
930,NotZachDavidson,20,mClubDAO
931,levin_idan,20,mClubDAO
932,tinymixtapes,10,mClubDAO
933,BrianFakhoury,24,mClubDAO
934,GilbertAgain,3,mClubDAO
935,TheDavidZhou,100,mClubDAO
936,belGIANgwaffles,170,mClubDAO
937,divine_economy,100,mClubDAO
938,web3brett,230,mClubDAO
939,Thelonious_Cr,10,mClubDAO
940,lanitrock,10,mClubDAO
941,MrRatcliff,40,mClubDAO
942,acartoonclub,10,mClubDAO
943,cunninghamkaito,20,mClubDAO
944,colingaffney_,20,mClubDAO
945,Saaamsonite,90,mClubDAO
946,jondashkyle,50,mClubDAO
947,EthLabor,10,mClubDAO
948,daranda,100,mClubDAO
949,ljin18,250,mClubDAO
950,memosca5,10,mClubDAO
951,29942611Amy,40,mClubDAO
952,idislikebrian,30,mClubDAO
953,teamphlote,10,mClubDAO
954,zydetg,30,mClubDAO
955,joshcrnls,10,mClubDAO
956,Cooopahtroopa,250,mClubDAO
957,tomosman,1000,mClubDAO
958,CreatorCabins,70,mClubDAO
959,NatalieCrue,11,mClubDAO
960,FWBtweets,250,mClubDAO
961,Square1_pod,30,mClubDAO
962,mybellalogica,700,mClubDAO
963,patrickxrivera,610,mClubDAO
964,Iiterature,649,mClubDAO
965,benroy__,5,mClubDAO
966,keirsim,10,mClubDAO
967,spencernoon,200,mClubDAO
968,janehk,20,mClubDAO
969,rara_social,1001,mClubDAO
970,andrewrchow,5,mClubDAO
971,YoYo_Twins,10,CityDao
972,hoanghuy143,10,CityDao
973,scottfits,30,CityDao
974,thesidsridhar,10,CityDao
975,BryanPetes,10,CityDao
976,chriscassano,10,CityDao
977,AlexisGauba,1140,CityDao
978,VirtualElena,1100,CityDao
979,lanitrock,10,CityDao
980,CreatorCabins,600,CityDao
981,wepoap,5,CityDao
982,Obstropolos,200,CityDao
983,LilaShroff,430,CityDao
984,AlexMasmej,1130,CityDao
985,zywwqq,5,CityDao
986,JonathanHillis,50,CityDao
987,medhakothari,400,CityDao
988,KrauseHouseDAO,800,CityDao
989,cryptoscurr,10,CityDao
990,CityDao,10,CityDao
991,stephenpdiesel,500,CityDao
992,NatalieCrue,5,CityDao
993,c_lemp,20,CityDao
994,jondashkyle,25,CityDao
995,valogram,10,CityDao
996,pachha72,1,CityDao
997,jami_welch_,50,CityDao
998,ljin18,250,CityDao
999,Cocodor971,10,CityDao
1000,teddyburnette,490,CityDao
1001,29942611Amy,30,CityDao
1002,sirsuhayb,400,CityDao
1003,liuhanlin008,10,CityDao
1004,BeGoodBoutique,10,CityDao
1005,strangechances,251,CityDao
1006,aparnalocked,10,CityDao
1007,getprsm,60,CityDao
1008,blakeburrito,10,CityDao
1009,zydetg,49,CityDao
1010,RoninImperial,120,CityDao
1011,Trevanian_Z,10,CityDao
1012,muyangren5,10,CityDao
1013,matdryhurst,150,CityDao
1014,Yekim_o,20,CityDao
1015,samdetg,10,CityDao
1016,Adekolaseyi,3,CityDao
1017,0x_hippo,10,CityDao
1018,serglotz,80,CityDao
1019,koreover,10,CityDao
1020,antavedissian,1,CityDao
1021,ddwchen,100,CityDao
1022,robneal28,1,CityDao
1023,alexkayaian,5,CityDao
1024,dig3st,3,CityDao
1025,m_j_rossman,10,CityDao
1026,MindFieldMusic,10,CityDao
1027,mtardigradum,10,CityDao
1028,payscottyk,10,CityDao
1029,kristinemend,10,CityDao
1030,Iiterature,450,soona
1031,dcarmitage,10,soona
1032,chrismartz,20,soona
1033,soona,30,soona
1034,zherring,120,soona
1035,bhpollack,40,soona
1036,avichal,1670,soona
1037,davegoldblatt,10,soona
1038,aweissman,1000,soona
1039,AshleyLLouise,1,soona
1040,joonian,1070,soona
1041,jamiew,11,soona
1042,strangechances,185,soona
1043,TheDavidZhou,170,soona
1044,Obstropolos,400,soona
1045,Jad_AE,200,soona
1046,_kinjalbshah,500,soona
1047,tomhschmidt,10,soona
1048,JuliaLipton,500,soona
1049,ljxie,640,soona
1050,KYVENetwork,1070,soona
1051,jondashkyle,25,soona
1052,Cooopahtroopa,100,soona
1053,alexkayaian,5,soona
1054,daranda,100,soona
1055,awkweb,100,soona
1056,spencernoon,300,soona
1057,alexxzzhang,1070,mikebodge
1058,RattyMouseman,60,mikebodge
1059,chrismartz,100,mikebodge
1060,paultao,20,mikebodge
1061,teendaze,200,mikebodge
1062,FWBtweets,1000,mikebodge
1063,DrewCoffman,777,mikebodge
1064,Cooopahtroopa,150,mikebodge
1065,raihan_,1100,mikebodge
1066,derekgtaylor,732,mikebodge
1067,jondashkyle,25,mikebodge
1068,Freakyfunkhorse,50,mikebodge
1069,sailingfanblues,90,mikebodge
1070,David_Rudnick,900,mikebodge
1071,WrldsVryFrst,1,mikebodge
1072,daranda,100,mikebodge
1073,JamesJohnBeck,100,mikebodge
1074,J0shJosh,20,mikebodge
1075,stephenpdiesel,500,mikebodge
1076,whatdotcd,500,mikebodge
1077,JoseRMejia,255,mikebodge
1078,techspec_,10,mikebodge
1079,thisisthetruth,20,mikebodge
1080,karinaraf_,45,mikebodge
1081,JuliaLipton,200,mikebodge
1082,rowanspencer__,300,mikebodge
1083,colingaffney_,10,mikebodge
1084,mikemckain_,40,mikebodge
1085,hvdsonofficial,200,mikebodge
1086,mikebodge,10,mikebodge
1087,rourkethedork,8,mikebodge
1088,ovinzen,20,mikebodge
1089,fung_copper,10,mikebodge
1090,William94029369,1,Melt_Dem
1091,Obstropolos,1100,Melt_Dem
1092,jami_welch_,50,Melt_Dem
1093,_pwink,10,Melt_Dem
1094,mhdempsey,400,Melt_Dem
1095,G_centralized,10,Melt_Dem
1096,poolnoodle93,20,Melt_Dem
1097,thisisthetruth,20,Melt_Dem
1098,masonnystrom,500,Melt_Dem
1099,jacksondame,150,Melt_Dem
1100,blueberrymarie,30,Melt_Dem
1101,MarkBeylin,500,Melt_Dem
1102,lanitrock,10,Melt_Dem
1103,CreatorCabins,100,Melt_Dem
1104,BrianFakhoury,2,Melt_Dem
1105,jessewldn,670,Melt_Dem
1106,NotZachDavidson,2,Melt_Dem
1107,ljin18,500,Melt_Dem
1108,crabbylions,10,Melt_Dem
1109,goldcopy,5,Melt_Dem
1110,strangechances,255,Melt_Dem
1111,ljxie,1150,Melt_Dem
1112,Nogoodtwts,222,Melt_Dem
1113,divine_economy,100,Melt_Dem
1114,Melt_Dem,30,Melt_Dem
1115,mybellalogica,200,Melt_Dem
1116,ghlhchen,1,Melt_Dem
1117,Cooopahtroopa,250,Melt_Dem
1118,FWBtweets,250,Melt_Dem
1119,jillruthcarlson,30,Melt_Dem
1120,JackSpallone,510,Melt_Dem
1121,dschnr,30,Melt_Dem
1122,whatdotcd,500,Melt_Dem
1123,cry_ptolemy,10,Melt_Dem
1124,JesseGrushack,10,Melt_Dem
1125,j_humenansky,120,Melt_Dem
1126,DHannum8,500,Melt_Dem
1127,livethelifetv,10,Melt_Dem
1128,provenauthority,5,Melt_Dem
1129,benroy__,5,Melt_Dem
1130,iamlizendary,10,Melt_Dem
1131,nodefemme,9,Melt_Dem
1132,janehk,30,Melt_Dem
1133,mottan1996,20,Melt_Dem
1134,ferretpony,20,Melt_Dem
1135,strollinghome,70,Melt_Dem
1136,enaraxr,110,Melt_Dem
1137,chaserchapman,40,llamacommunity_
1138,andrewhong5297,300,llamacommunity_
1139,_kinjalbshah,500,llamacommunity_
1140,HelloShreyas,2150,llamacommunity_
1141,forefront__,550,llamacommunity_
1142,strangechances,50,llamacommunity_
1143,benschecter,1250,llamacommunity_
1144,daranda,100,llamacommunity_
1145,theyoungcrews,10,llamacommunity_
1146,ljxie,50,llamacommunity_
1147,jzstern,20,llamacommunity_
1148,jessewldn,250,llamacommunity_
1149,patrickxrivera,500,llamacommunity_
1150,Cooopahtroopa,250,llamacommunity_
1151,FWBtweets,250,llamacommunity_
1152,accel_capital,10,llamacommunity_
1153,spencernoon,230,llamacommunity_
1154,DrewCoffman,100,llamacommunity_
1155,ckurdziel,200,llamacommunity_
1156,thisisthetruth,20,llamacommunity_
1157,0xlo2,10,llamacommunity_
1158,seedclubhq,920,llamacommunity_
1159,raihan_,400,llamacommunity_
1160,mikemckain_,10,llamacommunity_
1161,lakshmansankar,170,llamacommunity_
1162,iamlizendary,10,llamacommunity_
1163,divine_economy,100,llamacommunity_
1164,rourkethedork,4,llamacommunity_
1165,lutoswood,10,llamacommunity_
1166,jesell_white,10,llamacommunity_
1167,dezz_gouda,10,llamacommunity_
1168,belGIANgwaffles,400,forefront__
1169,HelloShreyas,1000,forefront__
1170,nnnnicholas,600,forefront__
1171,rara_social,500,forefront__
1172,sirsuhayb,540,forefront__
1173,jaesmail,30,forefront__
1174,Azrkhr,20,forefront__
1175,lwsnbaker,10,forefront__
1176,_kabessa,1090,forefront__
1177,mikemckain_,7,forefront__
1178,yup_io,750,forefront__
1179,clam1123,2,forefront__
1180,ljxie,470,forefront__
1181,carlosecgomes,10,forefront__
1182,Cooopahtroopa,240,forefront__
1183,seedclubhq,1150,forefront__
1184,FWBtweets,50,forefront__
1185,jzstern,10,forefront__
1186,notscottmoore,300,forefront__
1187,loftradio_,10,forefront__
1188,catalogworks,10,forefront__
1189,DHannum8,10,forefront__
1190,themintfund,1050,forefront__
1191,awkweb,40,forefront__
1192,strangechances,150,forefront__
1193,Cooopahtroopa,830,_jamiis
1194,_kinjalbshah,390,_jamiis
1195,lay2000lbs,1090,_jamiis
1196,patrickxrivera,200,_jamiis
1197,Sim_Pop,550,_jamiis
1198,aestho,10,_jamiis
1199,ljin18,1060,_jamiis
1200,FWBtweets,250,_jamiis
1201,rishirajsinghs,3,_jamiis
1202,coinfreakgr,10,_jamiis
1203,CryptoCosmicOwl,90,_jamiis
1204,_jamiis,10,_jamiis
1205,stephenpdiesel,5,_jamiis
1206,strangechances,100,_jamiis
1207,yaliujiaking,70,_jamiis
1208,unicornfews,70,_jamiis
1209,ducmobling,70,_jamiis
1210,stronghdkg,60,_jamiis
1211,yubancheng,60,_jamiis
1212,houmensiy,60,_jamiis
1213,tanghoufa,60,_jamiis
1214,ersanxian,50,_jamiis
1215,john_c_palmer,630,_jamiis
1216,xilufeng1,60,_jamiis
1217,ramgsini,60,_jamiis
1218,j_humenansky,35,_jamiis
1219,longmyself1,60,_jamiis
1220,sishuitang,60,_jamiis
1221,boardroom_info,300,_jamiis
1222,linjinlen,60,_jamiis
1223,obspoud,60,_jamiis
1224,robwallet,60,_jamiis
1225,wavesexyz,60,_jamiis
1226,maridegenia,60,_jamiis
1227,Koseyazilari,5,_jamiis
1228,dcarmitage,40,_jamiis
1229,ali01,1050,_jamiis
1230,lassolaseri,10,_jamiis
1231,ljxie,200,_jamiis
1232,jondashkyle,50,_jamiis
1233,chrismartz,100,_jamiis
1234,Nogoodtwts,200,_jamiis
1235,0xfendiman,70,_jamiis
1236,razgraf,10,_jamiis
1237,29942611Amy,20,_jamiis
1238,shingen_crypto,30,_jamiis
1239,piercesword,10,_jamiis
1240,liquidfunc,1,_jamiis
1241,_kabessa,2790,vernonjohnson23
1242,techspec_,1,vernonjohnson23
1243,yup_io,3210,vernonjohnson23
1244,BlockchainatCU,2020,vernonjohnson23
1245,robneal28,1,vernonjohnson23
1246,BrianFakhoury,25,vernonjohnson23
1247,Adekolaseyi,5,vernonjohnson23
1248,Nogoodtwts,100,vernonjohnson23
1249,jillruthcarlson,10,vernonjohnson23
1250,patrickxrivera,1,vernonjohnson23
1251,stephensonhmatt,100,vernonjohnson23
1252,ferretpony,30,vernonjohnson23
1253,jaelyn_van,20,vernonjohnson23
1254,DAORenaissance,30,DAORenaissance
1255,ddwchen,2430,DAORenaissance
1256,chaserchapman,30,DAORenaissance
1257,iamlizendary,85,DAORenaissance
1258,whatisastra,20,DAORenaissance
1259,bestape,55,DAORenaissance
1260,Tracy556677,100,DAORenaissance
1261,stephensonhmatt,200,DAORenaissance
1262,tracydetg,80,DAORenaissance
1263,zydetg,20,DAORenaissance
1264,TheAlexYao,1830,DAORenaissance
1265,rabbithole_gg,1050,DAORenaissance
1266,karinaraf_,120,DAORenaissance
1267,0xJim,80,DAORenaissance
1268,BrianFakhoury,11,DAORenaissance
1269,cunninghamkaito,10,DAORenaissance
1270,NotZachDavidson,6,DAORenaissance
1271,jaesmail,300,DAORenaissance
1272,Freakyfunkhorse,20,DAORenaissance
1273,mccallios,25,DAORenaissance
1274,TheDavidZhou,100,DAORenaissance
1275,notscottmoore,200,DAORenaissance
1276,themintfund,290,DAORenaissance
1277,bvajresh,1190,DAORenaissance
1278,marrowdao,120,marrowdao
1279,ecrivaine_k,2929,marrowdao
1280,Creampp123,700,marrowdao
1281,sishuitang,80,marrowdao
1282,linjinlen,80,marrowdao
1283,taiyiyi1,340,marrowdao
1284,kinlpame,80,marrowdao
1285,Veroniacy,80,marrowdao
1286,Ajrocwhm,100,marrowdao
1287,ouyangkeke,340,marrowdao
1288,NanFeng88063987,30,marrowdao
1289,qiuqiualg,300,marrowdao
1290,KokiChan10,145,marrowdao
1291,vuaao1,150,marrowdao
1292,goldenfiredo,360,marrowdao
1293,Tracy556677,120,marrowdao
1294,29942611Amy,160,marrowdao
1295,tracydetg,120,marrowdao
1296,zydetg,190,marrowdao
1297,EthExploring,240,marrowdao
1298,XSStheobserver,150,marrowdao
1299,stephenpdiesel,200,marrowdao
1300,limindu1,100,marrowdao
1301,FWBtweets,50,marrowdao
1302,ethsofa,30,marrowdao
1303,tom54334493,30,marrowdao
1304,hMyacxzHd7uk5WQ,10,marrowdao
1305,_sumocat_,2,marrowdao
1306,0xfendiman,170,marrowdao
1307,StatefulWorks,150,marrowdao
1308,andrewhong5297,200,marrowdao
1309,TheDavidZhou,100,marrowdao
1310,wahaha_eth,20,marrowdao
1311,cryptooo123,10,marrowdao
1312,mu806,10,marrowdao
1313,john_c_palmer,200,marrowdao
1314,changwei_lee,10,marrowdao
1315,ChunHaoLee_,10,marrowdao
1316,zxc82990,10,marrowdao
1317,joonif,5,marrowdao
1318,lijing25279237,10,marrowdao
1319,Alvin0617,10,marrowdao
1320,h0wardwang,10,marrowdao
1321,DecimalLove,20,marrowdao
1322,nico_valencia,5,marrowdao
1323,virtual_______,5,marrowdao
1324,ET17bruce,10,marrowdao
1325,dschnr,5,marrowdao
1326,groguforce,3,marrowdao
1327,TiwariKratika22,10,marrowdao
1328,danilolb,1,marrowdao
1329,samdetg,10,marrowdao
1330,Lee66113414,10,marrowdao
1331,qiqileyuan,10,marrowdao
1332,jondashkyle,100,billyrennekamp
1333,TiwariKratika22,1,billyrennekamp
1334,ran_dom,3,billyrennekamp
1335,themintfund,1040,billyrennekamp
1336,0xstark,1040,billyrennekamp
1337,samueldiamond,20,billyrennekamp
1338,keikreutler,510,billyrennekamp
1339,notscottmoore,200,billyrennekamp
1340,SpaceXponential,8,billyrennekamp
1341,sinahab,550,billyrennekamp
1342,awkweb,20,billyrennekamp
1343,otherinternet__,510,billyrennekamp
1344,tubefilter,2,billyrennekamp
1345,daranda,100,billyrennekamp
1346,_callil,250,billyrennekamp
1347,billyrennekamp,10,billyrennekamp
1348,CryptoCosmicOwl,100,billyrennekamp
1349,StatefulWorks,100,billyrennekamp
1350,adamludwin,500,billyrennekamp
1351,simondlr,800,billyrennekamp
1352,Sim_Pop,600,billyrennekamp
1353,sailingfanblues,50,billyrennekamp
1354,chrismartz,100,billyrennekamp
1355,David_Rudnick,1050,billyrennekamp
1356,mathewi,2,billyrennekamp
1357,jtchomko,30,billyrennekamp
1358,cjremus,250,billyrennekamp
1359,clam1123,10,billyrennekamp
1360,cici6814,10,billyrennekamp
1361,ducmobling,80,billyrennekamp
1362,NikitaaMashkov,40,billyrennekamp
1363,tanghoufa,70,billyrennekamp
1364,lianwang16,3,billyrennekamp
1365,onedayillbeok,5,billyrennekamp
1366,Cady886,10,billyrennekamp
1367,liquidfunc,1,billyrennekamp
1368,matthewmanasse,1,billyrennekamp
1369,Viar_io,5,julianweisser
1370,julianweisser,10,julianweisser
1371,patrickxrivera,250,julianweisser
1372,john_c_palmer,690,julianweisser
1373,JonathanHillis,70,julianweisser
1374,agorismlabs,30,julianweisser
1375,nawazahmednz,90,julianweisser
1376,BrennerSpear,1020,julianweisser
1377,katdov,10,julianweisser
1378,thegostep,1020,julianweisser
1379,hghmls,10,julianweisser
1380,riabhutoria,70,julianweisser
1381,tylerwillis,10,julianweisser
1382,evabeylin,1060,julianweisser
1383,btaleisnik,10,julianweisser
1384,chris_ackermann,10,julianweisser
1385,StatefulWorks,110,julianweisser
1386,Cooopahtroopa,50,julianweisser
1387,ljxie,150,julianweisser
1388,fishvote_,500,julianweisser
1389,lay2000lbs,800,julianweisser
1390,strangechances,125,julianweisser
1391,iamlizendary,10,julianweisser
1392,mbkeating,10,julianweisser
1393,spencernoon,400,julianweisser
1394,jessewldn,250,julianweisser
1395,sariazout,1100,julianweisser
1396,anhuxing,10,julianweisser
1397,FWBtweets,69,julianweisser
1398,Iiterature,200,julianweisser
1399,AlexMasmej,1050,arjunblj
1400,Cooopahtroopa,290,arjunblj
1401,riabhutoria,1040,arjunblj
1402,stephenpdiesel,1,arjunblj
1403,john_c_palmer,90,arjunblj
1404,_kinjalbshah,750,arjunblj
1405,strangechances,35,arjunblj
1406,jarroddicker,1080,arjunblj
1407,nic__carter,1020,arjunblj
1408,Iiterature,200,arjunblj
1409,Ajrocwhm,50,arjunblj
1410,_kabessa,500,arjunblj
1411,FEhrsam,1010,arjunblj
1412,jessewldn,250,arjunblj
1413,seedclubhq,100,arjunblj
1414,fattycryptos,3,arjunblj
1415,Nogoodtwts,220,arjunblj
1416,patrickxrivera,50,arjunblj
1417,nielsderuiter_,20,arjunblj
1418,tomosman,30,arjunblj
1419,0xfendiman,50,arjunblj
1420,js_horne,200,arjunblj
1421,trentelme,70,______jpg______
1422,brockjelmore,10,______jpg______
1423,dberenzon,1060,______jpg______
1424,tonysheng,1610,______jpg______
1425,MarkBeylin,100,______jpg______
1426,jtchomko,20,______jpg______
1427,StatefulWorks,500,______jpg______
1428,TMSearcher,100,______jpg______
1429,piercesword,50,______jpg______
1430,arjunblj,1020,______jpg______
1431,MPtherealMVP,2040,______jpg______
1432,kernelwildfire,20,______jpg______
1433,______jpg______,10,______jpg______
1434,jwillmiller,20,______jpg______
1435,desmosnode,40,______jpg______
1436,Sim_Pop,300,______jpg______
1437,WPeaster,30,______jpg______
1438,albertethwin,70,______jpg______
1439,xiangjieking,70,______jpg______
1440,Ericaqu38119446,70,______jpg______
1441,holdfurubang,70,______jpg______
1442,strangechances,30,______jpg______
1443,jondashkyle,50,______jpg______
1444,simondlr,200,______jpg______
1445,prrfbeauty,470,______jpg______
1446,sammybauch,8,______jpg______
1447,jubrilade_,765,troels_a
1448,ive77i,68,troels_a
1449,colingaffney_,110,troels_a
1450,catalogworks,790,troels_a
1451,songcampdotband,420,troels_a
1452,mybellalogica,350,troels_a
1453,johnnymalandras,30,troels_a
1454,quiettheory,1710,troels_a
1455,EricCMack,7,troels_a
1456,markredito,340,troels_a
1457,hvdsonofficial,20,troels_a
1458,topshelfrecords,4,troels_a
1459,basgras,1910,troels_a
1460,Dexmos_,10,troels_a
1461,chisox3000,5,troels_a
1462,angrigoryan__,1,troels_a
1463,rowanspencer__,690,troels_a
1464,jzstern,60,troels_a
1465,loftradio_,30,troels_a
1466,Tracy556677,30,troels_a
1467,chewdone,3,troels_a
1468,techspec_,2,troels_a
1469,Adekolaseyi,3,troels_a
1470,strangechances,55,troels_a
1471,mikemckain_,20,troels_a
1472,TiwariKratika22,5,troels_a
1473,Jad_AE,150,troels_a
1474,levidowney,10,troels_a
1475,afuturemodern,10,troels_a
1476,bad_relief,10,troels_a
